transaction_id,customer_id,customer_name,timestamp,amount_inr,merchant,city,latitude,longitude,is_fraud
TXN100019,CUST1056,Reyansh Das,2026-01-07 04:00:00,4185.65,Cash Withdrawal ATM,Bangalore,12.9716,77.5946,0
TXN100020,CUST1121,Karan Joshi,2026-01-05 05:16:00,1002.05,Local Kirana Store,Jaipur,26.9124,75.7873,0
TXN100021,CUST1215,Arjun Joshi,2026-07-10 02:30:00,850.6,Myntra,Pune,18.5204,73.8567,0
TXN100022,CUST1262,Priya Das,2026-04-26 16:14:00,4375.27,Amazon,Hyderabad,17.385,78.4867,0
TXN100023,CUST1266,Vivaan Kumar,2026-06-14 00:03:00,4979.8,IRCTC,Hyderabad,17.385,78.4867,0
TXN100024,CUST1218,Meera Nair,2026-05-06 22:58:00,2486.29,Flipkart,Hyderabad,17.385,78.4867,0
TXN100025,CUST1164,Rohan Gupta,2026-01-17 04:17:00,1897.85,Uber,Hyderabad,17.385,78.4867,0
TXN100026,CUST1280,Vivaan Kumar,2026-04-08 19:33:00,2069.12,Electricity Board,Delhi,28.6139,77.209,0
TXN100027,CUST1220,Riya Sharma,2026-06-29 03:54:00,2196.26,Cash Withdrawal ATM,Mumbai,19.076,72.8777,0
TXN100028,CUST1282,Ananya Das,2026-02-25 13:28:00,6712.81,IRCTC,Kolkata,22.5726,88.3639,0
TXN100029,CUST1173,Aryan Reddy,2026-04-13 13:46:00,1368.1,IRCTC,Hyderabad,17.385,78.4867,0
TXN100030,CUST1160,Neha Sharma,2026-04-06 04:43:00,4202.07,Flipkart,Kolkata,22.5726,88.3639,0
TXN100031,CUST1046,Neha Das,2026-01-24 13:06:00,2950.92,Myntra,Bangalore,12.9716,77.5946,0
TXN100032,CUST1066,Vivaan Patel,2026-05-31 17:35:00,265.49,Flipkart,Jaipur,26.9124,75.7873,0
TXN100033,CUST1210,Vihaan Rao,2026-06-20 13:55:00,6940.47,Amazon,Delhi,28.6139,77.209,0
TXN100034,CUST1147,Karan Nair,2026-04-01 03:36:00,2467.15,Swiggy,Gurgaon,28.4595,77.0266,0
TXN100035,CUST1246,Aarav Patel,2026-01-28 11:54:00,4208.16,Flipkart,Jaipur,26.9124,75.7873,0
TXN100036,CUST1142,Priya Gupta,2026-07-26 13:54:00,4828.45,Cash Withdrawal ATM,Hyderabad,17.385,78.4867,0
TXN100037,CUST1285,Neha Chatterjee,2026-08-26 03:53:00,11422.89,Foreign Exchange Kiosk,Bangalore,12.9716,77.5946,1
TXN100038,CUST1173,Aryan Reddy,2026-02-16 04:36:00,2660.74,Flipkart,Hyderabad,17.385,78.4867,0
TXN100039,CUST1072,Arjun Reddy,2026-09-06 00:05:00,2471.04,Zomato,Pune,18.5204,73.8567,0
TXN100040,CUST1192,Aarav Das,2026-03-29 05:23:00,731.29,Myntra,Gurgaon,28.4595,77.0266,0
TXN100041,CUST1290,Rohan Mehta,2026-08-15 01:09:00,2591.51,Uber,Pune,18.5204,73.8567,0
TXN100042,CUST1025,Kabir Reddy,2026-03-11 14:42:00,3179.53,Uber,Hyderabad,17.385,78.4867,0
TXN100043,CUST1226,Aditya Patel,2026-02-25 16:07:00,2000.52,Flipkart,Gurgaon,28.4595,77.0266,0
TXN100044,CUST1145,Sanya Nair,2026-06-01 15:33:00,4771.24,Amazon,Bangalore,12.9716,77.5946,0
TXN100045,CUST1112,Aarav Patel,2026-06-03 01:00:00,2440.12,Zomato,Gurgaon,28.4595,77.0266,0
TXN100046,CUST1070,Aarav Singh,2026-03-16 10:07:00,1993.86,Local Kirana Store,Pune,18.5204,73.8567,0
TXN100047,CUST1220,Riya Sharma,2026-04-08 17:45:00,1388.67,Electricity Board,Mumbai,19.076,72.8777,0
TXN100048,CUST1181,Aarav Rao,2026-08-09 23:02:00,3946.17,PayU Recharge,Kolkata,22.5726,88.3639,0
TXN100049,CUST1039,Karan Chatterjee,2026-05-28 13:36:00,1313.22,Ola,Gurgaon,28.4595,77.0266,0
TXN100050,CUST1213,Neha Verma,2026-04-14 00:20:00,2339.46,Uber,Mumbai,19.076,72.8777,0
TXN100051,CUST1235,Kabir Chatterjee,2026-08-24 11:05:00,384.99,Flipkart,Pune,18.5204,73.8567,0
TXN100052,CUST1124,Karan Iyer,2026-04-13 16:05:00,2572.64,BigBasket,Kolkata,22.5726,88.3639,0
TXN100053,CUST1173,Aryan Reddy,2026-07-19 05:04:00,2323.1,Flipkart,Hyderabad,17.385,78.4867,0
TXN100054,CUST1271,Rohan Rao,2026-08-20 11:22:00,996.63,Ola,Bangalore,12.9716,77.5946,0
TXN100055,CUST1075,Neha Das,2026-02-07 08:12:00,1002.84,Swiggy,Jaipur,26.9124,75.7873,0
TXN100056,CUST1038,Sai Das,2026-07-17 20:31:00,2548.69,Uber,Mumbai,19.076,72.8777,0
TXN100057,CUST1296,Ishaan Joshi,2026-08-25 18:41:00,3503.53,Uber,Gurgaon,28.4595,77.0266,0
TXN100058,CUST1165,Vivaan Iyer,2026-06-10 10:09:00,2707.46,PayU Recharge,Kolkata,22.5726,88.3639,0
TXN100059,CUST1226,Aditya Patel,2026-07-23 08:37:00,1316.46,Electricity Board,Gurgaon,28.4595,77.0266,0
TXN100060,CUST1037,Priya Sharma,2026-04-26 01:03:00,3735.57,BigBasket,Pune,18.5204,73.8567,0
TXN100061,CUST1039,Karan Chatterjee,2026-09-08 02:39:00,1588.6,IRCTC,Gurgaon,28.4595,77.0266,0
TXN100062,CUST1236,Aditya Reddy,2026-09-02 23:57:00,1302.24,Cash Withdrawal ATM,Delhi,28.6139,77.209,0
TXN100063,CUST1292,Vihaan Reddy,2026-03-24 19:30:00,4891.68,Amazon,Kolkata,22.5726,88.3639,0
TXN100064,CUST1230,Vivaan Gupta,2026-08-19 10:45:00,2841.01,Ola,Pune,18.5204,73.8567,0
TXN100065,CUST1088,Sanya Mehta,2026-07-01 14:28:00,47408.24,Foreign Exchange Kiosk,Dubai,25.2048,55.2708,1
TXN100066,CUST1209,Ishaan Mehta,2026-06-23 19:03:00,5441.83,Ola,Bangalore,12.9716,77.5946,0
TXN100067,CUST1171,Reyansh Rao,2026-01-25 17:43:00,1283.74,BigBasket,Delhi,28.6139,77.209,0
TXN100068,CUST1076,Vivaan Das,2026-05-30 21:09:00,2439.64,BigBasket,Mumbai,19.076,72.8777,0
TXN100069,CUST1200,Diya Iyer,2026-07-01 02:19:00,2211.03,Ola,Pune,18.5204,73.8567,0
TXN100070,CUST1168,Aditya Nair,2026-06-21 22:53:00,6682.75,Ola,Delhi,28.6139,77.209,0
TXN100071,CUST1269,Vihaan Rao,2026-06-21 13:32:00,875.62,Myntra,Hyderabad,17.385,78.4867,0
TXN100072,CUST1158,Sanya Mehta,2026-02-24 10:49:00,1978.46,Zomato,Jaipur,26.9124,75.7873,0
TXN100073,CUST1070,Aarav Singh,2026-03-17 03:32:00,4990.73,Local Kirana Store,Pune,18.5204,73.8567,0
TXN100074,CUST1269,Vihaan Rao,2026-03-28 19:08:00,7430.81,Crypto Exchange XYZ,Hyderabad,17.385,78.4867,1
TXN100075,CUST1084,Priya Chatterjee,2026-01-12 13:23:00,941.09,Zomato,Mumbai,19.076,72.8777,0
TXN100076,CUST1227,Aryan Patel,2026-07-12 23:50:00,3493.95,Electricity Board,Gurgaon,28.4595,77.0266,0
TXN100077,CUST1122,Anika Singh,2026-07-27 15:57:00,3877.17,Myntra,Mumbai,19.076,72.8777,0
TXN100078,CUST1292,Vihaan Reddy,2026-04-29 09:49:00,4307.95,Electricity Board,Kolkata,22.5726,88.3639,0
TXN100079,CUST1214,Neha Verma,2026-07-29 06:51:00,1592.92,BigBasket,Delhi,28.6139,77.209,0
TXN100080,CUST1026,Priya Gupta,2026-08-12 11:35:00,1926.26,Local Kirana Store,Pune,18.5204,73.8567,0
TXN100081,CUST1264,Priya Kumar,2026-03-14 02:48:00,1423.63,PayU Recharge,Gurgaon,28.4595,77.0266,0
TXN100082,CUST1262,Priya Das,2026-04-22 02:58:00,2185.61,PayU Recharge,Hyderabad,17.385,78.4867,0
TXN100083,CUST1178,Ishaan Rao,2026-04-17 01:25:00,4845.71,Zomato,Mumbai,19.076,72.8777,0
TXN100084,CUST1197,Ishaan Patel,2026-04-06 07:01:00,3336.96,Flipkart,Chennai,13.0827,80.2707,0
TXN100085,CUST1171,Reyansh Rao,2026-02-05 01:18:00,2052.39,PayU Recharge,Delhi,28.6139,77.209,0
TXN100086,CUST1071,Ishaan Singh,2026-05-01 14:39:00,2114.98,Flipkart,Jaipur,26.9124,75.7873,0
TXN100087,CUST1009,Vihaan Verma,2026-08-02 04:35:00,1428.7,Uber,Kolkata,22.5726,88.3639,0
TXN100088,CUST1270,Karan Nair,2026-07-18 09:15:00,1105.59,Amazon,Delhi,28.6139,77.209,0
TXN100089,CUST1122,Anika Singh,2026-07-23 19:29:00,1634.39,PayU Recharge,Mumbai,19.076,72.8777,0
TXN100090,CUST1274,Kabir Rao,2026-05-12 18:15:00,31039.76,Unknown Merchant Ltd,Lagos,6.5244,3.3792,1
TXN100091,CUST1180,Anika Verma,2026-04-17 05:42:00,3498.8,Electricity Board,Jaipur,26.9124,75.7873,0
TXN100092,CUST1184,Diya Chatterjee,2026-05-15 17:32:00,5351.48,Electricity Board,Jaipur,26.9124,75.7873,0
TXN100093,CUST1283,Sai Gupta,2026-08-12 15:02:00,16679.39,Foreign Exchange Kiosk,Bangalore,12.9716,77.5946,1
TXN100094,CUST1008,Diya Gupta,2026-01-18 11:15:00,3645.81,Ola,Gurgaon,28.4595,77.0266,0
TXN100095,CUST1053,Aarav Verma,2026-07-08 10:08:00,1129.5,Electricity Board,Delhi,28.6139,77.209,0
TXN100096,CUST1173,Aryan Reddy,2026-02-14 21:29:00,3404.4,PayU Recharge,Hyderabad,17.385,78.4867,0
TXN100097,CUST1093,Reyansh Patel,2026-01-17 22:49:00,6265.25,Amazon,Pune,18.5204,73.8567,0
TXN100098,CUST1150,Aditya Gupta,2026-07-22 06:56:00,1134.75,BigBasket,Bangalore,12.9716,77.5946,0
TXN100099,CUST1263,Kabir Das,2026-07-28 17:30:00,2478.4,Cash Withdrawal ATM,Jaipur,26.9124,75.7873,0
TXN100100,CUST1097,Sai Mehta,2026-08-09 01:55:00,5453.9,BigBasket,Hyderabad,17.385,78.4867,0
TXN100101,CUST1063,Priya Gupta,2026-04-22 12:47:00,1600.37,IRCTC,Kolkata,22.5726,88.3639,0
TXN100102,CUST1173,Aryan Reddy,2026-05-08 22:31:00,1994.03,Cash Withdrawal ATM,Hyderabad,17.385,78.4867,0
TXN100103,CUST1265,Aryan Singh,2026-01-22 23:27:00,2063.87,Uber,Gurgaon,28.4595,77.0266,0
TXN100104,CUST1092,Diya Iyer,2026-03-24 03:05:00,2490.38,BigBasket,Gurgaon,28.4595,77.0266,0
TXN100105,CUST1156,Meera Nair,2026-07-03 13:10:00,3665.67,Myntra,Delhi,28.6139,77.209,0
TXN100106,CUST1228,Vihaan Das,2026-08-11 11:39:00,12948.03,Crypto Exchange XYZ,Gurgaon,28.4595,77.0266,1
TXN100107,CUST1038,Sai Das,2026-04-14 11:32:00,3440.1,Ola,Mumbai,19.076,72.8777,0
TXN100108,CUST1081,Diya Reddy,2026-02-06 19:43:00,2761.23,Amazon,Chennai,13.0827,80.2707,0
TXN100109,CUST1064,Diya Nair,2026-07-19 20:23:00,704.38,Uber,Gurgaon,28.4595,77.0266,0
TXN100110,CUST1016,Ananya Rao,2026-06-23 14:23:00,2888.98,Cash Withdrawal ATM,Mumbai,19.076,72.8777,0
TXN100111,CUST1039,Karan Chatterjee,2026-05-16 11:25:00,1182.49,BigBasket,Gurgaon,28.4595,77.0266,0
TXN100112,CUST1127,Sai Chatterjee,2026-01-07 23:11:00,3522.63,IRCTC,Pune,18.5204,73.8567,0
TXN100113,CUST1287,Diya Patel,2026-07-18 08:45:00,3795.5,Uber,Delhi,28.6139,77.209,0
TXN100114,CUST1146,Priya Iyer,2026-05-06 06:07:00,1570.88,Flipkart,Gurgaon,28.4595,77.0266,0
TXN100115,CUST1231,Ishaan Nair,2026-07-02 14:05:00,5293.16,Myntra,Mumbai,19.076,72.8777,0
TXN100116,CUST1177,Reyansh Verma,2026-05-21 17:18:00,1438.64,Swiggy,Gurgaon,28.4595,77.0266,0
TXN100117,CUST1089,Aarav Patel,2026-05-11 07:07:00,3938.57,Cash Withdrawal ATM,Jaipur,26.9124,75.7873,0
TXN100118,CUST1071,Ishaan Singh,2026-05-07 00:23:00,4412.13,Myntra,Jaipur,26.9124,75.7873,0
TXN100119,CUST1239,Sai Chatterjee,2026-05-22 04:39:00,5852.59,Flipkart,Kolkata,22.5726,88.3639,0
TXN100120,CUST1158,Sanya Mehta,2026-07-03 23:30:00,2057.55,Cash Withdrawal ATM,Jaipur,26.9124,75.7873,0
TXN100121,CUST1209,Ishaan Mehta,2026-01-19 04:20:00,4821.81,PayU Recharge,Bangalore,12.9716,77.5946,0
TXN100122,CUST1238,Karan Patel,2026-03-30 04:56:00,3293.4,Electricity Board,Hyderabad,17.385,78.4867,0
TXN100123,CUST1093,Reyansh Patel,2026-02-03 13:32:00,6122.49,Amazon,Pune,18.5204,73.8567,0
TXN100124,CUST1063,Priya Gupta,2026-03-19 05:10:00,1400.99,Local Kirana Store,Kolkata,22.5726,88.3639,0
TXN100125,CUST1115,Sanya Kumar,2026-08-29 16:57:00,896.95,Flipkart,Delhi,28.6139,77.209,0
TXN100126,CUST1128,Sanya Rao,2026-09-02 17:17:00,1681.08,BigBasket,Delhi,28.6139,77.209,0
TXN100127,CUST1273,Riya Mehta,2026-06-14 05:37:00,1235.46,Swiggy,Kolkata,22.5726,88.3639,0
TXN100128,CUST1087,Anika Iyer,2026-07-04 19:21:00,5086.85,Uber,Bangalore,12.9716,77.5946,0
TXN100129,CUST1021,Diya Patel,2026-01-08 02:02:00,2895.65,Cash Withdrawal ATM,Jaipur,26.9124,75.7873,0
TXN100130,CUST1295,Aarav Chatterjee,2026-02-23 18:26:00,4773.2,Amazon,Delhi,28.6139,77.209,0
TXN100131,CUST1254,Priya Verma,2026-05-20 09:41:00,6237.38,PayU Recharge,Bangalore,12.9716,77.5946,0
TXN100132,CUST1125,Meera Mehta,2026-06-25 12:19:00,4520.75,Local Kirana Store,Pune,18.5204,73.8567,0
TXN100133,CUST1030,Karan Nair,2026-04-17 15:29:00,411.85,Uber,Mumbai,19.076,72.8777,0
TXN100134,CUST1073,Vivaan Chatterjee,2026-07-03 10:46:00,1040.13,Myntra,Jaipur,26.9124,75.7873,0
TXN100135,CUST1204,Aryan Joshi,2026-04-05 16:35:00,1526.37,Zomato,Jaipur,26.9124,75.7873,0
TXN100136,CUST1238,Karan Patel,2026-04-26 07:09:00,1478.9,BigBasket,Hyderabad,17.385,78.4867,0
TXN100137,CUST1196,Ishaan Reddy,2026-04-18 07:55:00,3075.27,Myntra,Kolkata,22.5726,88.3639,0
TXN100138,CUST1295,Aarav Chatterjee,2026-02-18 05:31:00,6386.29,PayU Recharge,Delhi,28.6139,77.209,0
TXN100139,CUST1255,Ishaan Das,2026-05-08 00:05:00,5207.17,Electricity Board,Pune,18.5204,73.8567,0
TXN100140,CUST1234,Aditya Chatterjee,2026-02-25 18:22:00,2051.43,BigBasket,Delhi,28.6139,77.209,0
TXN100141,CUST1253,Rohan Verma,2026-08-04 20:43:00,1095.79,Electricity Board,Gurgaon,28.4595,77.0266,0
TXN100142,CUST1004,Karan Chatterjee,2026-04-21 04:56:00,3667.18,Myntra,Delhi,28.6139,77.209,0
TXN100143,CUST1206,Ananya Kumar,2026-04-13 01:36:00,2841.42,Myntra,Bangalore,12.9716,77.5946,0
TXN100144,CUST1283,Sai Gupta,2026-04-09 16:28:00,1069.69,BigBasket,Bangalore,12.9716,77.5946,0
TXN100145,CUST1060,Priya Rao,2026-01-25 12:23:00,1302.67,Myntra,Delhi,28.6139,77.209,0
TXN100146,CUST1285,Neha Chatterjee,2026-07-13 04:12:00,2317.38,IRCTC,Bangalore,12.9716,77.5946,0
TXN100147,CUST1256,Neha Nair,2026-01-10 04:45:00,67231.44,Unknown Merchant Ltd,Gurgaon,28.4595,77.0266,1
TXN100148,CUST1076,Vivaan Das,2026-05-12 04:20:00,2464.82,Myntra,Mumbai,19.076,72.8777,0
TXN100149,CUST1083,Priya Kumar,2026-06-07 23:53:00,220.59,Myntra,Mumbai,19.076,72.8777,0
TXN100150,CUST1259,Diya Joshi,2026-05-17 15:45:00,3171.77,PayU Recharge,Kolkata,22.5726,88.3639,0
TXN100151,CUST1008,Diya Gupta,2026-06-22 03:26:00,3204.51,Cash Withdrawal ATM,Gurgaon,28.4595,77.0266,0
TXN100152,CUST1013,Ishaan Rao,2026-03-09 20:50:00,7255.77,Uber,Chennai,13.0827,80.2707,0
TXN100153,CUST1295,Aarav Chatterjee,2026-01-14 18:30:00,2862.42,Ola,Delhi,28.6139,77.209,0
TXN100154,CUST1194,Sanya Joshi,2026-06-24 07:02:00,4397.54,Local Kirana Store,Gurgaon,28.4595,77.0266,0
TXN100155,CUST1056,Reyansh Das,2026-04-23 10:26:00,3177.03,Local Kirana Store,Bangalore,12.9716,77.5946,0
TXN100156,CUST1104,Anika Joshi,2026-07-18 19:58:00,3428.8,Local Kirana Store,Jaipur,26.9124,75.7873,0
TXN100157,CUST1031,Vihaan Gupta,2026-05-13 06:35:00,3018.03,Ola,Bangalore,12.9716,77.5946,0
TXN100158,CUST1244,Priya Verma,2026-03-22 05:29:00,3201.29,Myntra,Chennai,13.0827,80.2707,0
TXN100159,CUST1279,Sai Mehta,2026-07-17 23:43:00,499.63,Local Kirana Store,Pune,18.5204,73.8567,0
TXN100160,CUST1135,Reyansh Gupta,2026-02-19 07:17:00,611.57,Zomato,Delhi,28.6139,77.209,0
TXN100161,CUST1152,Aditya Singh,2026-06-30 06:44:00,3506.52,Myntra,Kolkata,22.5726,88.3639,0
TXN100162,CUST1245,Kabir Verma,2026-08-28 23:17:00,3478.09,Uber,Kolkata,22.5726,88.3639,0
TXN100163,CUST1278,Vihaan Joshi,2026-09-08 12:52:00,3240.25,Cash Withdrawal ATM,Mumbai,19.076,72.8777,0
TXN100164,CUST1074,Kabir Sharma,2026-03-15 22:05:00,4219.12,PayU Recharge,Delhi,28.6139,77.209,0
TXN100165,CUST1131,Priya Nair,2026-02-24 06:52:00,4556.24,Electricity Board,Gurgaon,28.4595,77.0266,0
TXN100166,CUST1139,Aarav Joshi,2026-06-07 23:37:00,2722.04,Amazon,Mumbai,19.076,72.8777,0
TXN100167,CUST1271,Rohan Rao,2026-03-01 01:06:00,741.6,Local Kirana Store,Bangalore,12.9716,77.5946,0
TXN100168,CUST1241,Kabir Kumar,2026-07-17 04:00:00,2221.67,Swiggy,Mumbai,19.076,72.8777,0
TXN100169,CUST1208,Diya Sharma,2026-08-14 15:30:00,5445.5,Cash Withdrawal ATM,Delhi,28.6139,77.209,0
TXN100170,CUST1147,Karan Nair,2026-06-15 01:58:00,3107.11,Ola,Gurgaon,28.4595,77.0266,0
TXN100171,CUST1293,Anika Chatterjee,2026-07-09 23:54:00,3761.2,Swiggy,Pune,18.5204,73.8567,0
TXN100172,CUST1213,Neha Verma,2026-02-15 01:53:00,3123.34,PayU Recharge,Mumbai,19.076,72.8777,0
TXN100173,CUST1095,Rohan Rao,2026-09-04 09:56:00,301.52,BigBasket,Pune,18.5204,73.8567,0
TXN100174,CUST1290,Rohan Mehta,2026-08-26 10:18:00,3762.04,Ola,Pune,18.5204,73.8567,0
TXN100175,CUST1278,Vihaan Joshi,2026-08-16 04:54:00,3850.15,BigBasket,Mumbai,19.076,72.8777,0
TXN100176,CUST1098,Rohan Das,2026-03-26 05:46:00,1070.15,BigBasket,Delhi,28.6139,77.209,0
TXN100177,CUST1095,Rohan Rao,2026-03-28 09:36:00,4281.79,Foreign Exchange Kiosk,Dubai,25.2048,55.2708,1
TXN100178,CUST1263,Kabir Das,2026-04-13 21:06:00,2252.93,Swiggy,Jaipur,26.9124,75.7873,0
TXN100179,CUST1244,Priya Verma,2026-03-05 00:16:00,2003.06,PayU Recharge,Chennai,13.0827,80.2707,0
TXN100180,CUST1136,Ananya Nair,2026-03-19 18:46:00,4216.41,BigBasket,Mumbai,19.076,72.8777,0
TXN100181,CUST1184,Diya Chatterjee,2026-01-16 21:07:00,4016.04,Swiggy,Jaipur,26.9124,75.7873,0
TXN100182,CUST1207,Aarav Mehta,2026-08-25 22:49:00,1002.37,Flipkart,Jaipur,26.9124,75.7873,0
TXN100183,CUST1151,Meera Mehta,2026-02-26 07:08:00,1909.41,PayU Recharge,Bangalore,12.9716,77.5946,0
TXN100184,CUST1191,Kabir Iyer,2026-05-21 15:48:00,4931.32,Ola,Pune,18.5204,73.8567,0
TXN100185,CUST1111,Ishaan Rao,2026-06-24 19:55:00,2608.21,Electricity Board,Gurgaon,28.4595,77.0266,0
TXN100186,CUST1228,Vihaan Das,2026-04-03 02:58:00,1511.12,Amazon,Gurgaon,28.4595,77.0266,0
TXN100187,CUST1280,Vivaan Kumar,2026-02-21 18:34:00,1691.57,Myntra,Delhi,28.6139,77.209,0
TXN100188,CUST1266,Vivaan Kumar,2026-06-24 06:45:00,3599.3,Flipkart,Hyderabad,17.385,78.4867,0
TXN100189,CUST1261,Ishaan Rao,2026-01-15 14:08:00,1435.77,PayU Recharge,Hyderabad,17.385,78.4867,0
TXN100190,CUST1288,Ishaan Patel,2026-04-29 03:51:00,23678.71,Foreign Exchange Kiosk,Jaipur,26.9124,75.7873,1
TXN100191,CUST1001,Ananya Gupta,2026-05-29 02:02:00,4310.9,Local Kirana Store,Mumbai,19.076,72.8777,0
TXN100192,CUST1032,Riya Verma,2026-01-16 02:59:00,3233.11,BigBasket,Kolkata,22.5726,88.3639,0
TXN100193,CUST1209,Ishaan Mehta,2026-02-04 20:46:00,4836.76,IRCTC,Bangalore,12.9716,77.5946,0
TXN100194,CUST1191,Kabir Iyer,2026-04-08 14:55:00,6735.55,IRCTC,Pune,18.5204,73.8567,0
TXN100195,CUST1192,Aarav Das,2026-09-04 21:55:00,936.41,Ola,Gurgaon,28.4595,77.0266,0
TXN100196,CUST1178,Ishaan Rao,2026-05-18 12:33:00,3033.85,Zomato,Mumbai,19.076,72.8777,0
TXN100197,CUST1001,Ananya Gupta,2026-09-08 09:29:00,5476.72,Electricity Board,Mumbai,19.076,72.8777,0
TXN100198,CUST1217,Riya Chatterjee,2026-07-30 07:15:00,4303.6,Swiggy,Gurgaon,28.4595,77.0266,0
TXN100199,CUST1141,Vivaan Das,2026-08-13 23:48:00,731.74,Cash Withdrawal ATM,Gurgaon,28.4595,77.0266,0
TXN100200,CUST1214,Neha Verma,2026-08-28 00:15:00,1018.17,Flipkart,Delhi,28.6139,77.209,0
TXN100201,CUST1017,Diya Nair,2026-06-22 22:55:00,840.57,Local Kirana Store,Chennai,13.0827,80.2707,0
TXN100202,CUST1022,Kabir Rao,2026-03-01 17:13:00,2604.1,Cash Withdrawal ATM,Delhi,28.6139,77.209,0
TXN100203,CUST1028,Diya Mehta,2026-03-16 07:52:00,7053.66,Uber,Kolkata,22.5726,88.3639,0
TXN100204,CUST1163,Meera Chatterjee,2026-07-17 21:52:00,727.93,BigBasket,Delhi,28.6139,77.209,0
TXN100205,CUST1073,Vivaan Chatterjee,2026-05-14 07:26:00,559.55,Amazon,Jaipur,26.9124,75.7873,0
TXN100206,CUST1285,Neha Chatterjee,2026-08-14 23:58:00,1419.13,Ola,Bangalore,12.9716,77.5946,0
TXN100207,CUST1218,Meera Nair,2026-01-13 11:41:00,3086.49,Cash Withdrawal ATM,Hyderabad,17.385,78.4867,0
TXN100208,CUST1268,Vivaan Gupta,2026-04-17 13:09:00,2334.87,Swiggy,Jaipur,26.9124,75.7873,0
TXN100209,CUST1275,Kabir Patel,2026-08-06 07:19:00,6288.13,Swiggy,Hyderabad,17.385,78.4867,0
TXN100210,CUST1237,Aryan Sharma,2026-05-24 13:26:00,4286.24,Swiggy,Bangalore,12.9716,77.5946,0
TXN100211,CUST1198,Sanya Das,2026-02-22 10:41:00,2133.87,PayU Recharge,Chennai,13.0827,80.2707,0
TXN100212,CUST1189,Aarav Nair,2026-07-05 06:03:00,1297.93,Ola,Chennai,13.0827,80.2707,0
TXN100213,CUST1020,Ananya Gupta,2026-02-18 18:46:00,3875.16,Zomato,Hyderabad,17.385,78.4867,0
TXN100214,CUST1245,Kabir Verma,2026-08-21 10:19:00,6432.74,Amazon,Kolkata,22.5726,88.3639,0
TXN100215,CUST1108,Ananya Iyer,2026-09-04 23:07:00,1352.86,Cash Withdrawal ATM,Bangalore,12.9716,77.5946,0
TXN100216,CUST1245,Kabir Verma,2026-06-28 19:45:00,3110.43,Zomato,Kolkata,22.5726,88.3639,0
TXN100217,CUST1282,Ananya Das,2026-03-14 12:29:00,4998.73,Myntra,Kolkata,22.5726,88.3639,0
TXN100218,CUST1157,Ishaan Joshi,2026-05-12 15:29:00,2174.15,Local Kirana Store,Kolkata,22.5726,88.3639,0
TXN100219,CUST1240,Aditya Nair,2026-03-23 06:23:00,2881.81,Amazon,Chennai,13.0827,80.2707,0
TXN100220,CUST1288,Ishaan Patel,2026-07-09 04:01:00,1136.6,Uber,Jaipur,26.9124,75.7873,0
